epoch,accuracy,loss,val_accuracy,val_loss
0,0.5006670951843262,0.6932126879692078,0.46933332085609436,0.6933157444000244
1,0.5036690831184387,0.693173348903656,0.46933332085609436,0.6933213472366333
2,0.5076717734336853,0.6931235194206238,0.46933332085609436,0.6934033036231995
3,0.5076717734336853,0.693104088306427,0.46933332085609436,0.6934896111488342
4,0.5076717734336853,0.6931483745574951,0.46933332085609436,0.6934337019920349
5,0.5610406994819641,0.6842261552810669,0.7173333168029785,0.6316340565681458
6,0.886257529258728,0.3152562379837036,0.9760000109672546,0.09150268882513046
7,0.9766510725021362,0.07610078155994415,0.9866666793823242,0.05159386619925499
8,0.9863241910934448,0.05063994601368904,0.9933333396911621,0.03994269669055939
9,0.9866577982902527,0.04736952483654022,0.9933333396911621,0.035915836691856384
10,0.9899933338165283,0.03966403752565384,0.984000027179718,0.056313350796699524
11,0.9923282265663147,0.03504330664873123,0.9933333396911621,0.03064156509935856
12,0.9919946789741516,0.0314764529466629,0.9919999837875366,0.034899722784757614
13,0.9919946789741516,0.03407490998506546,0.9919999837875366,0.04008274897933006
