epoch,accuracy,loss,val_accuracy,val_loss
0,0.4895888864994049,0.6939487457275391,0.49466949701309204,0.6934165358543396
1,0.8868126273155212,0.21910299360752106,0.9850746393203735,0.06128627434372902
2,0.9898558259010315,0.05407453328371048,0.9914712309837341,0.03890269994735718
3,0.9962626695632935,0.017907951027154922,1.0,0.00021857534011360258
4,0.9909236431121826,0.04725297912955284,1.0,0.0019767065532505512
5,0.993593156337738,0.03582344204187393,0.9978678226470947,0.022385606542229652
6,0.9930592775344849,0.21812695264816284,0.9978678226470947,0.013249901123344898
7,0.994127094745636,0.03328260779380798,0.9978678226470947,0.015293452888727188
8,0.993593156337738,0.05102124437689781,0.9978678226470947,0.015032676048576832
9,0.9967966079711914,0.018923800438642502,1.0,0.0019298028200864792
10,0.9989321827888489,0.005682534538209438,0.9978678226470947,0.016310177743434906
11,0.994127094745636,0.03418029099702835,1.0,0.0017662395257502794
12,0.9994661211967468,0.005694505292922258,1.0,0.0003896088746841997
13,1.0,0.0002808262361213565,1.0,5.2492287068162113e-05
14,1.0,7.17634757165797e-05,1.0,1.4917051885277033e-05
15,0.9978643655776978,0.0888039693236351,0.9978678226470947,0.020663486793637276
16,0.9951948523521423,0.03235611319541931,0.9978678226470947,0.016453247517347336
17,0.9946609735488892,0.04523599520325661,1.0,0.0012131420662626624
18,0.9989321827888489,0.010007700882852077,1.0,0.0008018930093385279
19,0.9994661211967468,0.005373162217438221,1.0,9.876780677586794e-05
20,1.0,0.00014822231605648994,1.0,3.9475049561588094e-05
21,1.0,5.8798828831641003e-05,1.0,2.705266888369806e-05
22,1.0,2.030614086834248e-05,1.0,4.761039235745557e-06
23,1.0,9.049040090758353e-05,0.9978678226470947,0.0019038813188672066
24,1.0,0.00037065864307805896,1.0,5.089648169587235e-08
25,1.0,3.2775534464235534e-07,1.0,2.1840463659827947e-08
26,1.0,2.9478604801624897e-07,1.0,4.521611884911181e-08
27,1.0,2.525437139411224e-07,1.0,1.7113748640440463e-08
28,1.0,5.6118242497404935e-08,1.0,1.9180042443167622e-08
29,1.0,2.7573300087624375e-08,1.0,1.0697565500095152e-08
30,1.0,6.675651320620091e-08,1.0,1.4512601786975665e-08
31,0.9978643655776978,0.04304780438542366,0.9978678226470947,0.02191062830388546
32,0.9946609735488892,0.034721121191978455,1.0,0.00112485873978585
33,0.9989321827888489,0.009930056519806385,1.0,0.00048800226068124175
34,0.9989321827888489,0.009508506394922733,1.0,0.0005378007190302014
35,0.9989321827888489,0.008347446098923683,1.0,0.00023333395074587315
36,0.9989321827888489,0.00957607664167881,1.0,0.00020911144383717328
37,0.9983983039855957,0.01628229208290577,1.0,3.25026448990684e-05
38,0.9989321827888489,0.018060846254229546,1.0,0.0008145644096657634
39,0.9983983039855957,0.014735017903149128,1.0,0.00037062750197947025
40,0.9989321827888489,0.011663449928164482,1.0,0.0006115302094258368
41,0.9989321827888489,0.007941710762679577,1.0,0.0002291169948875904
42,0.9973304867744446,0.7003320455551147,1.0,0.006433039903640747
43,0.9983983039855957,0.015907160937786102,1.0,0.0005672291736118495
44,0.9973304867744446,0.06996022164821625,1.0,0.0004249439516570419
45,0.9989321827888489,0.0098404036834836,1.0,0.0005371598526835442
46,0.9989321827888489,0.009523938409984112,1.0,0.005274682771414518
47,0.9989321827888489,0.007814932614564896,1.0,0.0002351439034100622
48,0.9989321827888489,0.0094357430934906,1.0,0.004094189498573542
49,0.9994661211967468,0.004434417467564344,1.0,0.00015409699699375778
