epoch,accuracy,loss,val_accuracy,val_loss
0,0.4886591136455536,0.6934122443199158,0.4946666657924652,0.6931506395339966
1,0.48799198865890503,0.6933296322822571,0.4946666657924652,0.6931829452514648
2,0.49933287501335144,0.6933147311210632,0.4946666657924652,0.693179190158844
3,0.5013342499732971,0.6932839751243591,0.4946666657924652,0.6931810975074768
4,0.484656423330307,0.6932901740074158,0.4946666657924652,0.6932116746902466
5,0.49332889914512634,0.6932641863822937,0.4946666657924652,0.6932990550994873
6,0.5046697854995728,0.6932424902915955,0.4946666657924652,0.6934109926223755
7,0.49933287501335144,0.6933243870735168,0.4946666657924652,0.6932772397994995
8,0.4946631193161011,0.693285346031189,0.5053333044052124,0.6931377053260803
9,0.49332889914512634,0.6932963728904724,0.5053333044052124,0.693115234375
10,0.5006670951843262,0.693260669708252,0.5053333044052124,0.6931067109107971
11,0.4926617741584778,0.6932846307754517,0.5053333044052124,0.6931324601173401
12,0.5040026903152466,0.6932530403137207,0.4946666657924652,0.6932270526885986
13,0.49132755398750305,0.6932764649391174,0.4946666657924652,0.6932891607284546
14,0.4959973394870758,0.6932916045188904,0.4946666657924652,0.6931644082069397
15,0.4886591136455536,0.6933088898658752,0.4946666657924652,0.6931731104850769
16,0.49332889914512634,0.6933000087738037,0.4946666657924652,0.6932114362716675
17,0.5,0.6933186650276184,0.4946666657924652,0.6932323575019836
18,0.4926617741584778,0.6933057904243469,0.4946666657924652,0.693183183670044
19,0.4946631193161011,0.6933147311210632,0.4946666657924652,0.6932219862937927
20,0.4919946491718292,0.6932976245880127,0.4946666657924652,0.6931818723678589
21,0.4926617741584778,0.6932880282402039,0.4946666657924652,0.6931952834129333
22,0.4899933338165283,0.6933155655860901,0.4946666657924652,0.6931883692741394
23,0.49866577982902527,0.6932947039604187,0.4946666657924652,0.6932873725891113
24,0.49132755398750305,0.6932588815689087,0.5053333044052124,0.6931390762329102
25,0.48132088780403137,0.6933119893074036,0.4946666657924652,0.6931787729263306
26,0.5,0.693244218826294,0.4946666657924652,0.6932672262191772
27,0.4899933338165283,0.6933122873306274,0.4946666657924652,0.6933121681213379
28,0.49866577982902527,0.6932991147041321,0.4946666657924652,0.6931878328323364
29,0.49132755398750305,0.6933181881904602,0.4946666657924652,0.6931696534156799
30,0.4979986548423767,0.6933153867721558,0.5053333044052124,0.6931286454200745
31,0.5,0.6932715177536011,0.4946666657924652,0.693255603313446
32,0.5033355355262756,0.693275511264801,0.4946666657924652,0.6933040618896484
33,0.5013342499732971,0.6933057904243469,0.4946666657924652,0.6932294368743896
34,0.48732489347457886,0.6933432221412659,0.4946666657924652,0.6931517124176025
35,0.4919946491718292,0.6933044195175171,0.4946666657924652,0.6931824684143066
36,0.48732489347457886,0.6933073401451111,0.4946666657924652,0.6931938529014587
37,0.49933287501335144,0.6932727098464966,0.4946666657924652,0.6931689381599426
38,0.4946631193161011,0.6933033466339111,0.4946666657924652,0.6932029724121094
39,0.4959973394870758,0.6932604908943176,0.5053333044052124,0.6931182742118835
40,0.49132755398750305,0.6932777762413025,0.4946666657924652,0.6932023763656616
41,0.4926617741584778,0.6933015584945679,0.4946666657924652,0.6932435035705566
42,0.5013342499732971,0.6933035850524902,0.4946666657924652,0.6932845115661621
43,0.49933287501335144,0.6932957172393799,0.4946666657924652,0.6931795477867126
44,0.49332889914512634,0.6932911276817322,0.4946666657924652,0.6932531595230103
45,0.4826551079750061,0.6933058500289917,0.4946666657924652,0.6933054327964783
46,0.4899933338165283,0.6932970881462097,0.4946666657924652,0.6933022737503052
47,0.49933287501335144,0.6933289766311646,0.4946666657924652,0.6932587027549744
48,0.47998666763305664,0.6933053731918335,0.4946666657924652,0.6932336688041687
49,0.4926617741584778,0.6933068633079529,0.4946666657924652,0.6932129859924316
50,0.48932620882987976,0.6932984590530396,0.4946666657924652,0.6932111978530884
51,0.49933287501335144,0.6932778358459473,0.5053333044052124,0.6931250691413879
52,0.4866577684879303,0.6933319568634033,0.4946666657924652,0.6931702494621277
53,0.484656423330307,0.6933268308639526,0.4946666657924652,0.6931700110435486
54,0.48132088780403137,0.693333089351654,0.4946666657924652,0.6931551694869995
55,0.49866577982902527,0.6932727098464966,0.5053333044052124,0.6931163668632507
56,0.5040026903152466,0.6933009028434753,0.4946666657924652,0.6932134628295898
57,0.4979986548423767,0.693260669708252,0.4946666657924652,0.6933054327964783
58,0.5013342499732971,0.6933088898658752,0.4946666657924652,0.6931666731834412
59,0.4866577684879303,0.693305492401123,0.4946666657924652,0.6931686997413635
60,0.48932620882987976,0.6932981610298157,0.4946666657924652,0.6932094693183899
61,0.48532354831695557,0.6933057904243469,0.4946666657924652,0.6931775808334351
62,0.4959973394870758,0.6932841539382935,0.4946666657924652,0.6931809782981873
63,0.49533021450042725,0.6933309435844421,0.4946666657924652,0.6932700276374817
64,0.5,0.6932884454727173,0.5053333044052124,0.6931318640708923
65,0.47998666763305664,0.6933169364929199,0.5053333044052124,0.6931259036064148
66,0.49933287501335144,0.6933020353317261,0.5053333044052124,0.6931242942810059
67,0.48132088780403137,0.6933098435401917,0.5053333044052124,0.6931313276290894
68,0.4939959943294525,0.6932896375656128,0.5053333044052124,0.6930974721908569
69,0.47998666763305664,0.6933131814002991,0.5053333044052124,0.6931434869766235
70,0.49733155965805054,0.6933096051216125,0.4946666657924652,0.6932179927825928
