# id,snap_id,uid,x,y,z,x_pixel,y_pixel,i_sector,M500_msolh,r500_kpch,gas_frac,star_frac,T_kev,Lx_ergs,Y500c,M_sat_M_cD,cshift,vx,vy,vz 
871449,27,478,37939.375,209358.38,224481.3,1765,6639,4,7.74104e+13,546.196,0.0782567,0.031475,1.81602,0.240314,5.4932406,0.175422,0.0257993,-187.167,330.924,-26.8515 
871318,27,347,55866.809,194412.14,13518.337,2600,7334,4,7.76493e+13,546.757,0.0816339,0.0323905,1.72119,0.246252,5.4366671,0.222536,0.0346104,-327.378,111.064,343.948 
871505,27,534,88421.656,221458.27,291425.56,4115,6076,5,7.76836e+13,546.842,0.0841526,0.0390642,1.96091,0.265953,6.3858128,0.0533459,0.0265499,88.7902,-17.0098,-284.83 
871474,27,503,49369.711,350226.31,115300.67,2297,82,0,7.77684e+13,547.029,0.0808854,0.0275807,1.8487,0.282334,5.7890138,0.0920776,0.0614924,-190.282,9.85596,-128.312 
871410,27,439,238649.02,69507.578,111717.84,11108,13148,14,7.78653e+13,547.25,0.0692048,0.0363214,1.9368,0.182078,5.1913331,0.0836378,0.0423199,-175.76,121.299,-129.934 
871259,27,288,289298.69,135431.19,235205.78,13465,10080,11,7.80207e+13,547.625,0.0788469,0.032323,1.87421,0.249569,5.7270417,0.213312,0.0334341,-11.8759,226.472,-0.553121 
871310,27,339,322216.25,202493.78,67517.977,14997,6958,7,7.83163e+13,548.326,0.0713854,0.0362978,2.1022,0.182251,5.8229562,0.0855574,0.00409746,-159.889,-110.903,78.2596 
871441,27,470,28113.076,242211.84,349460.81,1308,5110,4,7.84493e+13,548.634,0.081619,0.0342075,1.75883,0.311103,5.5734396,0.219688,0.0298423,-284.491,156.584,80.6062 
871442,27,471,209663.28,310768.91,54723.582,9758,1919,2,7.85166e+13,548.788,0.073238,0.0344608,1.94037,0.187045,5.5189733,0.103157,0.0814962,1005.31,-40.5058,-10.1488 
871120,27,149,266823.59,56838.352,58558.645,12419,13738,15,7.8629e+13,549.041,0.076588,0.0341691,2.06999,0.231163,6.1600777,0.144194,0.0310685,36.7573,33.2461,-344.95 
871368,27,397,6330.1045,140588.36,287748.94,294,9840,8,7.86723e+13,549.16,0.088754,0.0361959,1.776,0.383185,6.1254601,0.124085,0.0147806,-340.111,2.71464,-194.851 
871467,27,496,10703.324,152649.19,130298.68,498,9278,8,7.89294e+13,549.749,0.0696843,0.0339952,2.11008,0.192007,5.7204323,0.0434431,0.00788882,-75.8013,391.965,251.294 
871405,27,434,86327.266,292809.31,282181.94,4018,2755,0,7.90492e+13,550.01,0.0661315,0.0303224,1.79887,0.179213,4.6307467,0.201533,0.0567144,-43.8796,-354.665,-270.503 
871438,27,467,249697.8,325274.16,126373.48,11622,1243,2,7.91092e+13,550.167,0.0821248,0.0294223,1.81616,0.251147,5.8070043,0.40998,0.00966287,-48.1869,-133.854,-238.543 
871280,27,309,225556.16,283667.88,316428.06,10498,3180,2,7.92587e+13,550.503,0.086186,0.0290401,1.86496,0.291399,6.2620748,0.215522,0.0482971,495.709,-192.295,-319.043 
871156,27,185,38477.027,272961.97,211468.25,1790,3678,0,7.93976e+13,550.824,0.0812309,0.038469,1.99461,0.21779,6.3160496,0.400627,0.0801574,48.3131,-554.201,-194.025 
871412,27,441,138617.41,338864.31,303554.81,6452,611,1,7.97089e+13,551.557,0.0885455,0.0374299,1.72074,0.613649,5.9469237,0.0544574,0.0215251,218.223,47.5688,-247.404 
871383,27,412,2925.0125,252347.86,216952.55,136,4638,4,8.00767e+13,552.403,0.0701588,0.0326823,2.05089,0.201632,5.6247591,0.0225028,0.0401526,-313.03,-372.083,618.503 
871395,27,424,350059.69,39771.832,254468.72,16293,14532,15,8.04592e+13,553.288,0.0740697,0.0310668,1.96108,0.200786,5.6871499,0.104433,0.00775206,-231.937,-175.885,326.279 
871468,27,497,203963.23,151607.86,151932.28,9493,9327,10,8.05473e+13,553.485,0.0817532,0.0295051,1.76746,0.279806,5.6595119,0.374522,0.0254672,96.836,613.417,-249.642 
871366,27,395,140241.31,205166.67,126533.0,6527,6834,5,8.09404e+13,554.375,0.0923085,0.038622,1.85298,0.323092,6.7104989,0.0557655,0.0266136,-219.645,424.246,602.149 
871358,27,387,327959.0,55093.613,131168.53,15265,13819,15,8.10492e+13,554.617,0.0791781,0.0320648,1.85066,0.225076,5.7514687,0.0459136,0.0514345,-313.623,139.666,-258.846 
871303,27,332,350468.75,172632.95,127274.98,16312,8348,11,8.10748e+13,554.687,0.0706474,0.0348221,2.11593,0.193672,5.867745,0.0434208,0.0304261,162.494,136.261,292.669 
871503,27,532,280491.69,347765.09,12043.085,13055,197,3,8.10787e+13,554.691,0.0718546,0.030869,1.64624,0.195938,4.6434254,1.12657,0.0688534,-495.643,99.647,-46.5364 
871536,27,565,186912.97,128019.92,64312.965,8699,10425,10,8.1543e+13,555.731,0.0878445,0.0255089,1.62974,0.398113,5.6308605,0.316135,0.043279,-82.9195,491.464,19.4938 
871312,27,341,237044.2,134478.58,331252.09,11033,10124,10,8.15774e+13,555.829,0.0701468,0.0353603,1.88783,0.183465,5.2088609,0.0738726,0.0246201,200.21,575.767,66.7618 
871170,27,199,29935.789,312457.28,332903.34,1393,1840,0,8.17447e+13,556.216,0.0899198,0.0343122,1.90241,0.367754,6.7331255,0.17795,0.0290286,50.466,259.603,-191.51 
871255,27,284,201193.14,228391.55,151189.44,9364,5753,6,8.18072e+13,556.333,0.0877535,0.0305465,2.03604,0.287976,7.0348825,0.069314,0.0104866,66.7712,-102.735,639.201 
871322,27,351,246789.44,128374.39,332567.06,11486,10408,10,8.18256e+13,556.386,0.0802813,0.0326907,1.98363,0.285527,6.2704135,0.0851525,0.017515,-237.127,712.166,-433.922 
871199,27,228,233021.23,267004.78,191583.83,10846,3956,2,8.18399e+13,556.434,0.0729543,0.0338991,1.94553,0.198607,5.5887233,0.206262,0.0206918,-4.03896,40.6925,561.819 
871425,27,454,155635.69,195755.16,334290.0,7244,7272,5,8.20278e+13,556.846,0.0854242,0.0306425,2.0204,0.298642,6.8013405,0.0979798,0.0247744,868.27,153.183,54.6706 
871172,27,201,272196.94,168687.77,73530.492,12669,8532,11,8.20866e+13,556.973,0.0846267,0.0282156,1.83376,0.286352,6.1170265,0.253129,0.0288522,-173.081,403.083,26.5064 
871378,27,407,136929.83,203281.59,63552.906,6373,6922,5,8.22247e+13,557.296,0.0747459,0.0332668,1.9906,0.220762,5.8679625,0.0656416,0.0217679,224.118,100.315,209.182 
871187,27,216,187784.73,42758.559,183099.64,8740,14393,14,8.22867e+13,557.423,0.0946052,0.0265055,2.21014,0.483533,8.2485727,0.563408,0.0827973,545.812,-411.111,-94.8372 
871293,27,322,85688.18,330843.12,31028.229,3988,984,0,8.25063e+13,557.917,0.0855481,0.0378501,1.96037,0.713759,6.621865,0.0419344,0.028348,3.65715,58.976,63.7876 
871114,27,143,77204.93,332318.59,204620.44,3593,916,0,8.28141e+13,558.629,0.0793881,0.0319056,2.17563,0.260849,6.827825,0.450802,0.0394605,5.49769,-168.908,208.331 
871336,27,365,166964.69,336813.5,256334.42,7771,706,1,8.30301e+13,559.107,0.0687509,0.0303356,2.02503,0.194553,5.5086016,0.105022,0.0454243,348.911,69.4308,-195.58 
871387,27,416,320987.34,77697.391,243596.64,14940,12767,15,8.3123e+13,559.304,0.0861494,0.0305147,1.8372,0.265129,6.264964,0.144017,0.0317999,-407.788,-263.204,-65.1142 
871371,27,400,206111.83,264069.88,45962.457,9593,4092,2,8.3153e+13,559.376,0.0865189,0.0301539,2.05881,0.309864,7.0514901,0.215239,0.0266376,602.184,195.444,-66.1104 
871302,27,331,181527.66,201383.53,270368.88,8449,7010,6,8.3189e+13,559.467,0.0994903,0.0271633,1.71474,0.398609,6.7543289,0.207741,0.0510161,-73.795,314.767,79.6824 
871098,27,127,303195.16,186977.09,144115.42,14112,7681,7,8.3233e+13,559.547,0.0807253,0.029918,1.90917,0.256677,6.1032508,0.273225,0.0321585,647.739,-107.674,117.192 
871217,27,246,315430.09,238272.08,109939.71,14681,5293,7,8.32687e+13,559.626,0.0816951,0.0319888,1.80605,0.27342,5.8438064,0.0620965,0.0302903,-32.5463,-498.99,-141.775 
871082,27,111,167288.59,179864.25,58091.93,7786,8012,5,8.37106e+13,560.636,0.0812667,0.0311641,1.95339,0.310822,6.2980364,0.31969,0.0601002,345.031,206.678,58.308 
871197,27,226,274143.25,284647.56,97259.945,12760,3134,3,8.37292e+13,560.655,0.0821434,0.0346427,2.0323,0.44757,6.624172,0.088011,0.0293413,-318.841,157.019,-68.9498 
871361,27,390,169691.52,85096.469,280789.66,7898,12423,13,8.38076e+13,560.854,0.0842884,0.0300946,1.85252,0.297666,6.1972563,0.616414,0.0543193,-267.246,-21.1766,299.037 
871384,27,413,345706.94,143025.19,73682.141,16091,9726,11,8.38162e+13,560.865,0.0800106,0.0311044,1.77909,0.240991,5.6498915,0.498878,0.116792,-147.386,377.663,476.936 
871289,27,318,307991.97,236124.14,150435.33,14335,5393,7,8.38403e+13,560.925,0.0973586,0.0254675,1.96918,0.373498,7.6100651,0.377142,0.0986868,2.38422,-665.386,654.061 
871453,27,482,54726.852,91751.289,45476.957,2547,12113,8,8.4067e+13,561.425,0.0715959,0.0286548,2.05426,0.226827,5.8434588,0.0902271,0.0418156,-287.451,308.878,70.9959 
871188,27,217,327648.94,267555.25,253534.66,15250,3930,3,8.41103e+13,561.51,0.0910064,0.0347969,1.66346,0.309133,6.0159534,0.278653,0.065095,-300.377,-793.434,-68.101 
871388,27,417,133662.64,58670.629,270842.66,6221,13653,13,8.4184e+13,561.691,0.0879703,0.0367349,1.8413,0.784492,6.4384399,0.11241,0.0425064,467.011,192.385,201.997 
871108,27,137,39912.309,318164.94,77471.164,1857,1574,0,8.42398e+13,561.804,0.0906815,0.03417,1.95132,0.34732,7.0352377,0.0401151,0.0444844,-381.225,-353.557,330.286 
871364,27,393,254446.95,73649.383,78706.766,11843,12955,14,8.4266e+13,561.879,0.0737481,0.0283932,2.09419,0.232196,6.1407186,0.17433,0.0285026,-0.335738,-135.26,-15.8346 
871338,27,367,77652.938,2235.2209,28545.729,3614,16279,12,8.46315e+13,562.69,0.0929874,0.0310923,1.80736,0.410776,6.6918545,0.0868869,0.0159776,-96.2395,-282.88,-100.701 
871271,27,300,183098.3,192514.11,192564.97,8522,7423,6,8.47247e+13,562.877,0.0835753,0.0298099,2.08281,0.310262,6.9341772,0.0877036,0.052596,278.172,313.151,-309.115 
871240,27,269,63850.035,172933.31,134053.69,2971,8334,8,8.47779e+13,563.002,0.0911711,0.0281086,1.93637,0.323927,7.033856,0.224301,0.0383557,48.8491,133.48,298.157 
871249,27,278,117260.19,204644.0,253583.41,5457,6858,5,8.47904e+13,563.037,0.0882043,0.0292829,1.83288,0.356578,6.4414208,0.280733,0.0783095,-136.909,231.67,-39.7535 
871150,27,179,20079.51,54823.75,8562.6699,934,13832,12,8.49386e+13,563.367,0.0787578,0.0314117,2.00568,0.250277,6.2974028,0.0648208,0.0379132,-337.117,203.918,164.006 
871066,27,95,169985.3,176253.42,139533.05,7912,8180,5,8.50504e+13,563.602,0.0906406,0.0335983,1.96007,0.314138,7.0861649,0.0398934,0.0218649,129.436,293.162,-219.363 
871213,27,242,285707.16,65818.539,246611.47,13298,13320,15,8.51748e+13,563.867,0.0830845,0.0286043,2.21571,0.299281,7.346414,0.514052,0.0505379,-10.9484,-751.648,-84.8 
871270,27,299,10017.99,277776.56,92303.305,466,3454,0,8.51961e+13,563.935,0.082169,0.0334371,2.02455,0.268989,6.6386901,0.133723,0.0360025,82.1115,18.4939,-130.374 
871417,27,446,316775.66,71213.086,297783.66,14744,13069,15,8.5284e+13,564.123,0.0962732,0.0246683,1.57134,0.360713,6.0392131,0.359873,0.0700751,-113.119,-15.3623,-252.379 
871355,27,384,45121.312,201667.97,294070.12,2100,6997,4,8.53008e+13,564.144,0.0774191,0.0332497,2.16504,0.243071,6.6922399,0.0661734,0.0378137,-456.967,-195.696,-27.0083 
871351,27,380,38012.996,223624.03,8149.7212,1769,5975,4,8.53859e+13,564.34,0.0916525,0.0280037,1.85491,0.307981,6.7897939,0.353044,0.138388,-224.78,-211.75,-227.372 
871359,27,388,315191.25,179013.69,138272.58,14670,8051,7,8.53943e+13,564.364,0.0779267,0.0300553,1.97195,0.241122,6.1372863,0.109499,0.0326307,-283.352,326.514,-51.5598 
871230,27,259,29049.064,19622.955,110237.84,1352,15470,12,8.55025e+13,564.587,0.0858171,0.0275904,1.92052,0.294562,6.5855796,0.216658,0.0296036,-399.537,196.8,-25.5165 
871420,27,449,9986.1035,13752.578,204205.12,464,15743,12,8.59393e+13,565.549,0.0673761,0.0303928,2.12959,0.20692,5.7429835,0.0818588,0.0333748,-115.75,-20.2296,318.394 
871272,27,301,234151.47,13690.813,172779.16,10898,15746,14,8.59506e+13,565.572,0.0831809,0.0306551,2.01188,0.268252,6.6985928,0.108569,0.0330755,1.60627,-320.268,-613.014 
871386,27,415,315534.84,115712.25,98056.617,14686,10998,11,8.5992e+13,565.669,0.0917182,0.0256133,1.91697,0.409881,7.0386266,0.238952,0.0570705,-263.148,390.354,-65.6212 
871465,27,494,351726.16,267898.53,306120.97,16371,3914,3,8.60167e+13,565.732,0.0828701,0.0280158,1.94534,0.267137,6.4541686,0.205264,0.0436597,-316.135,8.51737,200.665 
871218,27,247,325312.25,91516.484,212173.25,15141,12124,11,8.60471e+13,565.791,0.0899087,0.0288833,1.95135,0.310749,7.0250138,0.247444,0.144892,-37.9166,117.282,242.781 
871333,27,362,335877.53,185339.0,95904.953,15633,7757,7,8.6143e+13,566.011,0.0774832,0.0348105,1.99837,0.241591,6.2020828,0.0592638,0.0321352,-666.148,176.126,-78.0184 
871354,27,383,172513.5,41866.637,165701.09,8029,14435,13,8.63686e+13,566.504,0.0955551,0.0281212,1.78165,0.375567,6.8251037,0.180226,0.0465582,601.503,-262.562,312.75 
871392,27,421,58595.578,198796.0,142151.95,2727,7130,4,8.64123e+13,566.604,0.0677423,0.0340083,2.14805,0.182298,5.8345267,0.0603198,0.0222967,18.8574,-72.5786,497.35 
871104,27,133,131584.47,26443.854,129655.98,6124,15153,13,8.64181e+13,566.599,0.0871902,0.0295489,2.07438,0.351678,7.2526103,0.506508,0.0323981,390.493,-103.845,24.7209 
871407,27,436,79508.398,237836.14,143524.31,3700,5313,4,8.64254e+13,566.62,0.0826877,0.030344,2.14554,0.303662,7.1140933,0.0759525,0.0691542,-392.851,-304.21,83.1495 
871445,27,474,319034.84,211529.45,22354.254,14849,6538,7,8.65158e+13,566.825,0.0880053,0.0271799,1.94031,0.349625,6.8495533,0.166236,0.0263623,-437.263,524.521,771.448 
871294,27,323,85495.352,221522.28,235476.39,3979,6073,4,8.67898e+13,567.408,0.0671378,0.0346329,2.15896,0.19583,5.8206938,0.0791372,0.0222227,-66.3842,201.986,8.42873 
871194,27,223,210380.2,201204.62,161065.31,9792,7018,6,8.69134e+13,567.685,0.0897841,0.0327525,2.07927,0.375885,7.5001015,0.0995666,0.0241432,61.1534,216.78,-196.562 
871250,27,279,252351.77,203462.34,87722.727,11745,6913,6,8.73587e+13,568.646,0.0909849,0.0276822,1.897,0.359487,6.9461229,0.156887,0.0386088,54.3775,41.2644,-376.751 
871367,27,396,212309.16,152284.48,3937.9133,9882,9295,10,8.75336e+13,569.033,0.0753102,0.0278303,2.04498,0.230642,6.2019414,0.144766,0.0312155,-581.574,610.14,-128.918 
871276,27,305,350631.56,84088.32,308204.91,16320,12470,15,8.75661e+13,569.101,0.0781391,0.0336262,2.00252,0.238107,6.3021174,0.0849106,0.0659596,-378.148,209.663,-297.144 
871486,27,515,34834.688,220078.58,254865.69,1621,6140,4,8.75896e+13,569.152,0.0826012,0.0321409,2.07702,0.294232,6.9104876,0.0545524,0.0362116,-321.453,259.248,-435.311 
871266,27,295,224.91473,91094.055,114715.67,10,12143,8,8.79997e+13,570.048,0.084262,0.030415,1.98554,0.284356,6.7492245,0.0872453,0.00931401,-219.659,50.4903,-425.854 
871414,27,443,291686.94,52308.625,306587.09,13576,13949,15,8.80768e+13,570.218,0.0759952,0.0347446,2.08792,0.249096,6.4027046,0.0516347,0.0283219,58.5057,-594.846,-357.016 
871232,27,261,292198.06,85510.852,13035.745,13600,12403,15,8.81294e+13,570.33,0.081741,0.032739,2.1542,0.393847,7.106878,0.176175,0.0273283,-158.012,131.924,-171.091 
871219,27,248,144359.64,297626.94,231828.98,6719,2530,1,8.82046e+13,570.48,0.0695721,0.0327049,1.95213,0.213636,5.4832719,0.0747281,0.0367479,525.875,26.9048,-18.4699 
871348,27,377,294045.22,9161.0605,200152.17,13686,15957,15,8.82584e+13,570.603,0.0960843,0.0280741,1.97537,0.415152,7.6643146,0.0571755,0.0229201,-111.921,-74.4943,637.36 
871277,27,306,63234.039,108456.65,239550.0,2943,11335,8,8.82984e+13,570.682,0.0879097,0.0337927,2.06866,0.349916,7.3446947,0.230068,0.04263,-55.5093,158.903,59.8269 
871298,27,327,215000.75,311238.34,47924.598,10007,1897,2,8.83507e+13,570.811,0.0926205,0.0269113,1.90957,0.453256,7.1441792,0.100946,0.0437063,175.067,-342.988,563.525 
871244,27,273,261605.8,215753.56,7771.2871,12176,6341,6,8.84082e+13,570.916,0.0837501,0.0283401,2.0777,0.359964,7.0307342,0.0913086,0.0624751,-41.2623,507.012,809.018 
871160,27,189,295450.34,218935.77,26699.529,13751,6193,7,8.88099e+13,571.803,0.0775988,0.0327562,2.1331,0.257347,6.6976033,0.148201,0.0546315,-127.184,-43.1569,72.7218 
871142,27,171,137870.52,307075.47,232772.56,6417,2091,1,8.88161e+13,571.803,0.0673512,0.033524,2.30437,0.196723,6.2803143,0.285518,0.00211489,271.511,-236.206,-217.365 
871306,27,335,274421.91,13331.306,203254.64,12773,15763,15,8.89438e+13,572.059,0.0849362,0.0326054,2.04691,0.306063,7.0389629,0.0771139,0.0106251,-165.017,-128.094,204.641 
871376,27,405,241376.25,109488.71,117651.48,11234,11287,10,8.93444e+13,572.933,0.0871181,0.0332681,2.0002,0.447777,7.0652205,0.0798867,0.0214317,2.7858,401.054,-46.0618 
871135,27,164,234627.19,15662.789,167966.69,10920,15654,14,8.93658e+13,572.981,0.0736981,0.0382642,2.29556,0.263312,6.8599444,0.154943,0.0356885,51.7675,-394.535,-21.7057 
871253,27,282,188202.12,118379.48,190043.95,8759,10873,10,8.96244e+13,573.519,0.089553,0.0312344,2.0966,0.344095,7.6209988,0.051788,0.0251697,260.796,29.5564,-30.2163 
871238,27,267,232164.38,271850.31,196908.39,10806,3730,2,8.97128e+13,573.72,0.0837001,0.0307473,2.03424,0.317461,6.9130247,0.130714,0.0225532,189.769,-415.558,24.5696 
871458,27,487,158033.64,297200.59,227407.25,7355,2550,1,8.97181e+13,573.729,0.0869511,0.0336754,2.1223,0.358715,7.4926152,0.0395878,0.0328179,592.72,-127.996,31.947 
871390,27,419,187812.36,235489.95,193271.94,8741,5423,6,9.01249e+13,574.609,0.0789363,0.0317206,2.09432,0.311921,6.7220881,0.150595,0.0276867,781.643,118.69,-58.0348 
871182,27,211,312877.34,211928.92,129091.96,14563,6519,7,9.017e+13,574.694,0.0807277,0.0284773,2.34817,0.343235,7.7094849,0.176013,0.0503984,-39.7554,-158.62,-31.347 
871327,27,356,314784.94,218394.12,30949.246,14651,6218,7,9.01804e+13,574.73,0.0876066,0.0320125,2.0343,0.357747,7.2480622,0.0594678,0.0405986,47.6375,195.718,152.894 
871190,27,219,133407.02,249051.78,80558.031,6209,4791,5,9.05013e+13,575.39,0.0917575,0.0248877,2.30436,0.727142,8.610074,0.248187,0.0714524,27.1124,-229.813,-156.553 
871221,27,250,122957.16,103694.59,145050.36,5723,11557,9,9.08158e+13,576.045,0.0766322,0.0342459,2.22002,0.267592,6.9358902,0.0711322,0.0354701,75.3716,332.51,-134.191 
871515,27,544,106072.92,343831.94,50564.023,4937,380,1,9.08362e+13,576.105,0.0964835,0.0261328,1.88807,0.587577,7.4269487,0.546422,0.0537747,48.2626,47.0306,-42.0854 
871251,27,280,330647.28,188850.59,44026.082,15390,7593,7,9.10711e+13,576.598,0.0684738,0.0288217,2.25504,0.240324,6.3008212,0.0214638,0.0319358,-495.911,373.261,348.248 
871138,27,167,262542.12,135883.98,120411.34,12220,10059,10,9.13697e+13,577.235,0.0921925,0.0330198,1.70173,0.316499,6.4086645,0.464196,0.0338087,-120.076,332.352,-177.284 
871431,27,460,340160.06,267809.88,98168.234,15832,3918,3,9.14089e+13,577.329,0.0840826,0.0380092,2.01878,0.335192,6.9345927,0.0277134,0.0119121,120.077,-324.778,-203.672 
871323,27,352,127742.34,54464.539,42451.059,5945,13848,13,9.15003e+13,577.504,0.0788059,0.0323161,1.98638,0.298144,6.3976127,0.156263,0.0627889,-40.3464,-72.618,41.67 
871309,27,338,259221.2,41311.523,61613.363,12065,14461,14,9.16162e+13,577.738,0.0723393,0.0342467,2.10888,0.333153,6.2376478,0.0744657,0.0499298,212.797,66.0821,-81.3333 
871382,27,411,335295.34,104941.77,298456.81,15606,11499,11,9.16454e+13,577.797,0.0707026,0.0346016,2.21809,0.245952,6.41298,0.0479404,0.0112163,10.5165,7.53638,29.5364 
871331,27,360,19248.891,324185.78,212502.95,895,1294,0,9.17459e+13,578.023,0.0723356,0.0353429,2.17629,0.248444,6.439479,0.0208648,0.0507998,-230.723,-393.343,91.0615 
871243,27,272,326315.03,179184.58,34362.738,15188,8043,7,9.20574e+13,578.681,0.0838364,0.0366355,2.04137,0.302802,7.0083949,0.103674,0.0141325,-149.388,647.515,416.245 
871283,27,312,51985.699,7419.5889,29098.076,2419,16038,12,9.22383e+13,579.062,0.0691452,0.0355217,2.08815,0.224584,5.9165801,0.137359,0.00252374,58.1511,-187.058,-287.895 
871204,27,233,199278.11,215752.95,210667.45,9275,6341,6,9.242e+13,579.446,0.0925716,0.0327965,2.06307,0.372723,7.8309889,0.208882,0.105294,589.547,93.9993,-229.973 
871222,27,251,280764.62,343018.75,266614.62,13068,418,3,9.26996e+13,580.022,0.0708706,0.033222,2.35722,0.221543,6.8570773,0.0692974,0.0391189,236.685,-226.192,465.629 
871161,27,190,32373.303,198201.34,156794.77,1506,7158,4,9.28929e+13,580.411,0.0663498,0.0379038,2.36583,0.216459,6.4479145,0.0383455,0.0200394,119.305,-248.402,26.6028 
871334,27,363,250932.25,204168.05,27398.773,11679,6880,6,9.29491e+13,580.53,0.0727259,0.0335347,2.20286,0.235712,6.5819682,0.0331074,0.0345433,158.507,382.601,145.743 
871208,27,237,50416.539,34783.746,185620.67,2346,14764,12,9.36474e+13,581.984,0.0914394,0.0301719,2.12227,0.356627,7.9926655,0.205331,0.0401091,-59.0852,-60.107,-22.8024 
871299,27,328,88264.93,249245.09,145225.72,4108,4782,5,9.36559e+13,582.019,0.0859707,0.0338372,2.08262,0.362526,7.3740312,0.0634863,0.0110194,-365.512,-360.474,-457.139 
871297,27,326,350245.12,339848.69,101474.41,16302,565,3,9.37206e+13,582.135,0.0768056,0.0349461,2.19803,0.261953,6.9550267,0.0707951,0.0261225,-57.6456,-51.709,-287.203 
871349,27,378,22597.805,149105.92,58813.184,1051,9443,8,9.37247e+13,582.138,0.0763677,0.030633,2.07169,0.255614,6.5181052,0.114635,0.0480613,-332.078,397.884,167.008 
871191,27,220,230992.45,293586.62,167217.27,10751,2718,2,9.38604e+13,582.443,0.0775503,0.0339121,2.19335,0.278593,7.0105309,0.115771,0.0270752,-223.369,-339.991,66.8242 
871163,27,192,219284.92,177849.33,213309.56,10206,8105,6,9.41088e+13,582.946,0.0881589,0.0254668,2.07058,0.348816,7.5303784,0.183622,0.0225761,20.0317,489.129,21.8551 
871258,27,287,285476.38,243976.05,337812.62,13287,5028,7,9.45765e+13,583.911,0.0922115,0.0287268,1.90303,0.457383,7.2511475,0.0950957,0.0168459,165.217,135.625,189.988 
871345,27,374,199809.75,198353.62,344869.06,9300,7151,6,9.46173e+13,583.994,0.0679338,0.044407,2.40569,0.233184,6.7540429,0.0440316,0.0249122,745.917,380.712,51.3177 
871247,27,276,351797.0,56389.996,121038.2,16374,13759,15,9.50361e+13,584.831,0.0837509,0.0355079,2.21628,0.362273,7.6829162,0.0862225,0.0182951,-453.959,299.43,-248.417 
871398,27,427,288130.12,141034.31,240302.47,13411,9819,11,9.57873e+13,586.393,0.0867031,0.0309501,2.17787,0.346679,7.8357689,0.482087,0.0759649,307.719,68.8265,-200.984 
871225,27,254,113394.36,246957.02,278548.5,5277,4889,5,9.6301e+13,587.427,0.0848278,0.0330868,2.12454,0.359122,7.49225,0.0690879,0.0330028,183.335,-280.557,-262.776 
871205,27,234,159590.11,251052.67,137882.08,7428,4698,5,9.63281e+13,587.478,0.0794848,0.031072,2.26136,0.297152,7.4732342,0.142619,0.0445165,220.361,-221.225,-3.69196 
871229,27,258,301308.84,274251.88,350116.94,14024,3618,3,9.63666e+13,587.556,0.0846113,0.0297125,2.10519,0.356236,7.4068196,0.0911427,0.0300017,-632.689,-434.152,399.514 
871112,27,141,285317.69,324644.59,52921.711,13280,1273,3,9.64156e+13,587.668,0.090918,0.0309305,2.22644,0.469184,8.4183806,0.0954581,0.0498534,-362.518,-308.606,125.241 
871305,27,334,269662.38,201788.89,40498.359,12551,6991,7,9.68192e+13,588.47,0.0835166,0.0286869,2.10815,0.373291,7.3328389,0.190846,0.0379978,-204.683,423.269,-107.781 
871127,27,156,203248.62,119602.45,241355.83,9460,10817,10,9.71218e+13,589.098,0.0807437,0.029686,2.2229,0.312087,7.4826591,0.196872,0.0495496,159.745,191.331,-61.5468 
871353,27,382,41558.34,197801.45,151679.64,1934,7177,4,9.73076e+13,589.461,0.0722506,0.0354532,2.2114,0.286152,6.6654643,0.0300019,0.0161159,-106.854,-138.469,587.422 
871134,27,163,319626.09,270174.06,260886.2,14877,3808,3,9.78195e+13,590.502,0.0934539,0.0311274,2.10358,0.407348,8.2153016,0.296008,0.0421814,-118.803,-578.496,-369.499 
871295,27,324,344316.72,107308.12,212185.58,16026,11389,11,9.80267e+13,590.93,0.0586702,0.0316018,2.43732,0.184197,5.9798095,0.0381128,0.0323992,-58.4244,258.029,145.966 
871342,27,371,92850.234,231826.81,238570.64,4321,5593,5,9.86207e+13,592.109,0.078316,0.0336759,2.28439,0.294264,7.4967107,0.0893933,0.0304577,505.925,-166.216,-173.478 
871248,27,277,131566.88,276286.88,291977.69,6123,3524,1,9.90421e+13,592.949,0.0793363,0.0301579,2.39105,0.321831,7.9603116,0.501532,0.0345194,-39.4465,-160.049,-37.3106 
871314,27,343,277384.03,66504.766,321181.12,12910,13288,15,9.92055e+13,593.274,0.0962786,0.0308743,2.0361,0.532026,8.2307638,0.170111,0.0450519,-7.65819,-209.308,12.8013 
871184,27,213,36696.184,326412.72,84576.055,1708,1190,0,9.94233e+13,593.719,0.0808885,0.0296888,2.3912,0.407558,8.1266709,0.363164,0.025584,-268.602,-218.965,248.853 
871146,27,175,315065.38,225869.5,158906.08,14664,5870,7,9.9628e+13,594.133,0.103349,0.0294375,1.98835,0.484509,8.6396878,0.162474,0.0656167,-323.259,368.897,345.569 
871389,27,418,213710.33,173513.2,6561.2827,9947,8307,10,9.96766e+13,594.222,0.0791798,0.0341647,2.05935,0.345134,6.8568472,0.0355366,0.0241002,-223.02,456.19,-473.766 
871321,27,350,175407.22,316765.66,144386.12,8164,1639,1,9.98565e+13,594.558,0.0731236,0.0306796,2.26675,0.319943,6.974834,0.0682543,0.0213048,249.847,-197.903,161.938 
871484,27,513,196163.27,221948.77,213608.09,9130,6053,6,1.00337e+14,595.512,0.0912348,0.0229699,1.89209,0.492582,7.2755362,0.245644,0.075426,544.457,-24.153,-222.743 
