# id,snap_id,uid,x,y,z,x_pixel,y_pixel,i_sector,M500_msolh,r500_kpch,gas_frac,star_frac,T_kev,Lx_ergs,Y500c,M_sat_M_cD,cshift,vx,vy,vz 
871274,27,303,83264.672,185605.59,166554.34,3875,7744,4,1.00423e+14,595.694,0.0653881,0.0323372,2.43459,0.222214,6.7111633,0.0770944,0.0542176,28.8736,365.273,-99.9604 
871315,27,344,79119.852,121319.53,199267.72,3682,10737,8,1.00956e+14,596.753,0.0748596,0.0288355,2.37018,0.349764,7.4930358,0.0579788,0.0272324,-133.524,313.114,68.9239 
871365,27,394,2109.426,289390.16,86047.047,98,2914,0,1.0123e+14,597.287,0.102703,0.0244157,2.15412,0.82569,9.3514644,0.22528,0.0892281,20.5974,-609.052,-176.579 
871223,27,252,223524.69,324196.53,279097.31,10404,1294,2,1.01232e+14,597.295,0.086008,0.0319913,2.24943,0.391325,8.1777414,0.0685811,0.0206349,-114.067,-61.3231,-11.649 
871245,27,274,191812.31,43501.297,218063.2,8927,14359,14,1.01312e+14,597.431,0.0854888,0.030674,2.08129,0.375082,7.5233504,0.0680074,0.038784,-140.589,-300.05,-12.7142 
871328,27,357,158774.03,73368.039,223101.8,7390,12969,13,1.01361e+14,597.55,0.0822251,0.0294666,2.19264,0.432207,7.62393,0.175215,0.0580939,335.633,-254.606,-100.41 
871168,27,197,245052.67,202163.47,256635.08,11406,6974,6,1.01776e+14,598.37,0.095183,0.0267491,2.1695,0.420183,8.7440265,0.280819,0.0415025,57.9403,184.702,-97.0192 
871137,27,166,42041.727,233102.81,224242.8,1956,5534,4,1.01974e+14,598.731,0.100878,0.0223742,2.23807,0.919753,9.567041,0.33216,0.214215,-352.124,-445.735,-303.303 
871196,27,225,84620.797,251672.11,139583.28,3938,4669,4,1.02848e+14,600.463,0.0764001,0.0348975,2.16693,0.294873,7.0346958,0.080736,0.0347976,-139.31,-535.297,286.641 
871288,27,317,160440.53,106924.85,103974.71,7467,11407,9,1.03161e+14,601.064,0.0886413,0.0287873,2.23961,0.44491,8.4443748,0.176081,0.0311414,35.1035,303.968,125.848 
871290,27,319,180947.67,26387.059,156296.42,8422,15155,14,1.03289e+14,601.317,0.0880513,0.0290709,2.21904,0.411729,8.3144586,0.116846,0.0427478,323.607,4.14632,380.848 
871291,27,320,94638.07,217226.06,77006.922,4404,6273,5,1.03294e+14,601.317,0.0856479,0.0331225,2.30365,0.402437,8.396287,0.0407297,0.0271986,-97.7955,167.694,282.839 
871087,27,116,177566.98,42016.914,201686.42,8264,14428,14,1.03487e+14,601.696,0.110871,0.0261454,2.10321,0.553772,9.9292791,0.375301,0.0653089,388.335,-255.135,495.651 
871106,27,135,306915.34,225820.33,206995.67,14285,5873,7,1.03658e+14,602.035,0.0965143,0.0253001,2.42254,0.570397,9.9611421,0.296405,0.100069,266.586,522.29,-284.41 
871214,27,243,119297.2,291705.84,305667.53,5552,2806,1,1.03822e+14,602.344,0.101754,0.0262782,2.32066,0.574152,10.065801,0.148094,0.0433029,143.689,-192.149,-438.54 
871158,27,187,342865.28,153727.3,267574.78,15958,9228,11,1.03862e+14,602.428,0.0859113,0.0318863,2.13659,0.563507,7.8252967,0.0981514,0.0505856,-248.437,33.3873,-126.499 
871079,27,108,229314.53,338647.12,149693.89,10673,621,2,1.03886e+14,602.462,0.0939059,0.0312641,2.12974,0.571294,8.5270757,0.12868,0.0766927,86.8317,-52.8239,318.788 
871287,27,316,334160.09,231685.08,121009.48,15553,5600,7,1.04406e+14,603.484,0.09859,0.0252574,2.01636,0.593653,8.489442,0.383259,0.128528,-49.6534,-280.876,-67.0202 
871307,27,336,35404.492,25628.588,133940.66,1647,15191,12,1.04793e+14,604.213,0.0909444,0.0267838,2.07712,0.464929,8.077473,0.351751,0.0587133,-149.756,68.8575,-293.906 
871317,27,346,88913.023,252604.61,143860.22,4138,4626,5,1.0514e+14,604.883,0.0967355,0.0268908,2.00473,0.501933,8.3014116,0.321089,0.0935525,-542.51,-985.485,-70.468 
871264,27,293,249428.25,258325.94,69786.031,11609,4360,6,1.05169e+14,604.942,0.0950407,0.0251381,2.12006,0.497053,8.6258197,0.180281,0.107318,-307.43,118.373,-101.27 
871241,27,270,223240.8,4818.6519,127855.84,10390,16159,14,1.05431e+14,605.431,0.0831303,0.0319884,2.3202,0.386851,8.2643423,0.0421897,0.0254348,481.331,-212.131,282.383 
871215,27,244,338264.81,105579.2,10826.09,15744,11469,11,1.05552e+14,605.667,0.0916126,0.036108,2.34033,0.666845,9.1900511,0.124255,0.0512895,-269.63,22.8134,-53.3124 
871267,27,296,319663.31,122767.68,168744.14,14878,10669,11,1.05625e+14,605.818,0.0825105,0.0301032,2.2781,0.397224,8.0583798,0.0312693,0.0284772,-65.5241,321.524,-227.667 
871155,27,184,150891.77,77829.992,73272.852,7023,12761,13,1.05919e+14,606.38,0.0969386,0.0301787,2.26294,0.499158,9.4132794,0.143219,0.010258,-50.8893,317.267,210.904 
871181,27,210,200161.36,88374.414,108742.71,9316,12270,10,1.05988e+14,606.501,0.0892788,0.0211252,2.35843,0.399762,9.0374895,0.525432,0.0535236,408.628,333.529,249.4 
871093,27,122,312498.19,29172.852,279755.44,14545,15026,15,1.06391e+14,607.259,0.0958361,0.0271247,2.46469,0.475859,10.151576,0.80575,0.103299,284.78,-1156.87,-297.439 
871122,27,151,307204.88,219730.64,199634.95,14298,6156,7,1.06679e+14,607.823,0.0747615,0.0334485,2.43614,0.284879,7.8341364,0.291064,0.0428729,107.156,408.138,86.8074 
871162,27,191,280590.09,341592.88,272852.06,13060,484,3,1.06741e+14,607.946,0.0954836,0.0325682,2.23434,0.517037,9.1783826,0.0948757,0.0369353,165.74,85.0032,-114.625 
871183,27,212,255287.45,227944.44,154713.36,11882,5774,6,1.0698e+14,608.386,0.0902239,0.0285014,2.08181,0.417645,8.0871066,0.13695,0.0402329,-51.5687,-192.789,153.116 
871233,27,262,25615.832,25223.035,302223.47,1192,15209,12,1.07075e+14,608.585,0.086822,0.0283425,2.46939,0.445255,9.2331287,0.0935646,0.0446211,-185.578,-191.303,-203.98 
871198,27,227,155261.42,66204.273,300014.16,7226,13302,13,1.07214e+14,608.832,0.0762527,0.0317075,2.42821,0.342381,7.9777904,0.033639,0.0284093,99.6181,69.1676,-516.18 
871192,27,221,217779.67,332348.72,294876.66,10136,914,2,1.07503e+14,609.39,0.0725511,0.0334099,2.45162,0.304414,7.6702972,0.0448744,0.0277389,-67.2139,227.535,141.051 
871207,27,236,174905.94,34079.699,234405.77,8141,14797,13,1.07548e+14,609.478,0.0894979,0.0412409,2.27352,0.468185,8.7757292,0.0665951,0.0365544,768.011,-283.212,215.417 
871165,27,194,300246.12,202634.44,186172.34,13975,6952,7,1.09485e+14,613.111,0.0941715,0.0289752,2.43937,0.49349,9.9669197,0.207536,0.0808934,172.56,255.404,-55.27 
871362,27,391,302221.62,111924.7,309573.31,14067,11174,11,1.10489e+14,614.975,0.0917752,0.0236618,2.10242,0.591237,8.397186,0.200791,0.0761356,54.7394,-156.65,-85.5772 
871195,27,224,137014.72,133861.58,107227.52,6377,10153,9,1.11538e+14,616.921,0.0935523,0.0263916,2.06511,0.471923,8.4342854,0.288953,0.0469515,147.445,521.006,14.4919 
871152,27,181,115705.21,257590.47,2653.3821,5385,4394,5,1.11593e+14,617.012,0.0880269,0.0319656,2.39009,0.496883,9.1868131,0.128019,0.0333703,201.651,-287.413,-193.444 
871216,27,245,344815.25,55254.133,72461.055,16049,13812,15,1.11904e+14,617.597,0.0874184,0.0402607,2.41764,12.7886,9.2366817,0.0521846,0.0306227,0.507877,-33.4175,385.861 
871176,27,205,221156.61,161551.09,325764.91,10293,8864,10,1.11981e+14,617.718,0.0960857,0.0317741,2.18816,0.625943,9.1915428,0.0882264,0.0329038,-107.74,564.88,142.72 
871242,27,271,39368.371,345534.38,288597.72,1832,300,0,1.12812e+14,619.242,0.0961268,0.0302075,2.3456,0.614575,9.8813975,0.25606,0.10136,-138.208,-125.866,121.725 
871279,27,308,39877.566,295278.69,40775.434,1856,2640,0,1.13117e+14,619.802,0.0868762,0.0319766,2.26466,0.529599,8.6299818,0.0930383,0.014129,-157.676,-209.861,-137.522 
871006,27,35,224854.56,337268.28,52432.352,10465,685,2,1.1358e+14,620.64,0.106564,0.0286564,2.35672,0.689117,11.031208,0.267736,0.0462755,22.3272,-469.417,437.869 
871141,27,170,212431.98,170646.75,316647.62,9887,8441,10,1.13804e+14,621.073,0.0982625,0.0264335,2.17444,0.644407,9.3905509,0.425051,0.085382,-20.1034,575.639,257.088 
871263,27,292,180029.89,10446.771,232435.03,8379,15897,14,1.13824e+14,621.101,0.0934916,0.0242008,2.50526,0.827093,10.294873,0.576795,0.112777,420.819,44.9354,14.5971 
871100,27,129,347274.22,201561.53,154415.64,16164,7002,7,1.139e+14,621.236,0.0816704,0.0377585,2.43038,6.56398,8.726327,0.339127,0.016868,-380.592,55.2705,231.091 
871177,27,206,27631.643,287744.81,92371.102,1286,2990,0,1.14929e+14,623.093,0.0825564,0.0340767,2.34546,0.420942,8.5386336,0.0605566,0.0212266,-709.319,-270.385,-366.35 
871179,27,208,327794.25,294910.78,303222.09,15257,2657,3,1.1525e+14,623.691,0.0811658,0.0349308,2.55024,0.406554,9.1357344,0.0284313,0.0276186,-341.052,257.397,-191.25 
871115,27,144,103869.23,178955.17,251500.48,4834,8054,5,1.15627e+14,624.36,0.0885268,0.0290696,2.63955,0.53984,10.324767,0.211836,0.0225217,-201.974,275.315,52.8824 
871260,27,289,204239.98,169047.17,314955.94,9506,8515,10,1.16341e+14,625.646,0.0985638,0.0379815,2.3604,3.42227,10.30066,0.0586516,0.0218779,278.064,555.922,257.472 
871070,27,99,80574.156,70015.5,330301.5,3750,13125,12,1.17568e+14,627.84,0.0940488,0.0307744,2.3201,0.508801,9.6947281,0.174565,0.0496647,143.796,320.048,-581.328 
871231,27,260,124877.77,249721.78,245392.25,5812,4760,5,1.17975e+14,628.545,0.0911069,0.0286946,2.46142,0.512405,9.9756205,0.236854,0.0485933,225.032,-620.197,430.555 
871027,27,56,50895.555,214890.52,230765.58,2368,6381,4,1.18686e+14,629.834,0.0923531,0.0311858,2.44953,0.57267,10.082476,0.111853,0.0501086,-841.402,247.049,10.2787 
871131,27,160,1996.5353,240383.55,74176.383,92,5195,4,1.18925e+14,630.244,0.0883465,0.0325726,2.56443,0.520054,10.104676,0.089382,0.00541459,-489.251,-114.291,-147.713 
871164,27,193,57558.266,112150.02,108369.48,2679,11163,8,1.19904e+14,631.961,0.0870641,0.0274417,2.3717,0.501274,9.235002,0.164267,0.0387503,-195.864,519.808,194.016 
871119,27,148,270634.69,9676.8027,142769.83,12596,15933,15,1.19937e+14,632.012,0.0881756,0.0306308,2.47308,0.503169,9.753762,0.0409611,0.0316854,-448.597,120.094,-259.937 
871054,27,83,161569.84,209419.55,344144.31,7520,6636,5,1.20057e+14,632.238,0.0886358,0.0355928,2.30589,0.487051,9.1444703,0.138933,0.0503812,919.444,46.8542,-96.6589 
871304,27,333,199833.05,268322.88,136588.78,9301,3894,2,1.21477e+14,634.709,0.0918887,0.0269157,2.27679,0.597403,9.3975261,0.100686,0.0685925,225.581,-15.5812,365.276 
871273,27,302,287561.38,86253.188,337968.47,13384,12369,15,1.21675e+14,635.066,0.103114,0.0248682,2.18488,0.731539,10.124925,0.572045,0.0237713,-131.287,-300.621,44.6154 
871226,27,255,97478.688,104224.98,254531.19,4537,11532,9,1.22498e+14,636.48,0.0704103,0.029054,2.57583,0.354266,8.1695442,0.0919276,0.0284327,-329.684,-94.2775,-150.122 
871174,27,203,329828.78,286955.44,185849.86,15352,3027,3,1.23436e+14,638.117,0.0971253,0.0274447,2.58615,0.635577,11.34265,0.100928,0.0324057,-198.205,-605.917,365.146 
871180,27,209,315711.62,196776.28,45102.105,14694,7224,7,1.24398e+14,639.753,0.0942911,0.0312812,2.26447,0.989403,9.6674226,0.214728,0.0244665,48.5322,445.183,148.058 
871171,27,200,85244.711,7839.4233,291323.47,3967,16019,12,1.24537e+14,639.989,0.10791,0.0301026,2.34817,0.835503,11.476969,0.358242,0.0428484,54.0468,-271.202,-308.049 
871074,27,103,182508.31,134609.02,109812.01,8494,10118,10,1.24904e+14,640.625,0.0959964,0.0278824,2.54449,0.663032,11.074134,0.25616,0.0284781,232.762,305.81,4.05015 
871153,27,182,43068.148,350328.72,199553.12,2004,77,0,1.25118e+14,641.005,0.0892383,0.0293866,2.48191,1.39402,10.046615,0.104995,0.0133746,-33.5367,-116.996,222.012 
871234,27,263,323497.34,55347.711,118895.15,15057,13807,15,1.25486e+14,641.628,0.0739141,0.0320268,2.78359,0.392649,9.3421363,0.0428846,0.0230529,98.0361,243.999,371.444 
870988,27,17,222022.88,256575.48,29669.471,10334,4441,6,1.26134e+14,642.736,0.104647,0.0256934,3.18564,0.695352,15.162657,0.915447,0.0204879,88.2162,11.2281,65.3961 
871109,27,138,230772.7,289144.81,211259.97,10741,2925,2,1.26179e+14,642.793,0.0815953,0.0315404,2.61101,0.468603,9.6917597,0.0626385,0.0224934,69.3019,-313.955,43.3319 
871113,27,142,234349.66,274056.5,207086.28,10907,3627,2,1.26354e+14,643.082,0.100566,0.0305929,2.51384,0.760796,11.506196,0.149502,0.0319002,267.874,77.2487,-211.039 
871083,27,112,344462.09,112776.02,304048.12,16033,11134,11,1.26483e+14,643.33,0.0879207,0.0268113,2.60775,0.572708,10.437759,0.104883,0.118885,-415.787,-176.205,-261.271 
871117,27,146,175616.0,276776.44,227796.14,8174,3501,1,1.26888e+14,644.011,0.0923031,0.0319355,2.33677,0.602628,9.8299479,0.0538852,0.0261202,606.15,46.5757,-108.882 
871124,27,153,228576.34,82715.078,184968.45,10639,12533,14,1.27203e+14,644.538,0.0833586,0.0343092,2.75813,0.458946,10.486976,0.0568719,0.0320305,361.797,-29.2358,106.96 
871085,27,114,24105.77,103654.08,90873.289,1122,11559,8,1.28681e+14,647.035,0.0958756,0.0327403,2.41848,0.618527,10.616851,0.211566,0.0224837,-465.306,315.886,81.5339 
871206,27,235,263574.94,294846.12,85127.68,12268,2660,2,1.2875e+14,647.129,0.0944974,0.0263124,2.50238,0.866263,10.82982,0.252754,0.0892874,-160.622,220.088,119.047 
871116,27,145,17047.975,294510.72,90502.609,793,2675,0,1.28849e+14,647.298,0.0929415,0.032526,2.5398,0.620701,10.81346,0.175233,0.0422615,198.691,-597.826,-252.221 
871143,27,172,238247.67,330289.81,256738.61,11089,1010,2,1.29088e+14,647.719,0.0797644,0.0334534,2.72299,0.441205,9.9552393,0.0646651,0.0319241,-24.1206,-464.644,111.084 
871185,27,214,260891.11,215403.66,11500.355,12143,6357,6,1.30181e+14,649.539,0.0942976,0.028771,2.71421,0.716792,11.764273,0.0531276,0.0226145,127.425,144.116,-93.405 
871154,27,183,314559.94,19911.92,255339.44,14641,15457,15,1.30376e+14,649.856,0.0923119,0.0344566,2.42562,0.651701,10.29736,0.13691,0.0429311,-7.32307,-193.642,286.834 
871125,27,154,196801.02,135600.61,8458.7002,9160,10072,10,1.31066e+14,650.987,0.10122,0.0291593,2.3666,0.70058,11.036233,0.372568,0.0305723,239.381,1057.01,68.0499 
871029,27,58,235166.39,278646.25,210025.02,10945,3414,2,1.31076e+14,651.022,0.0887478,0.0297814,2.58455,0.579438,10.567133,0.305574,0.0591847,190.14,13.5708,-752.854 
871145,27,174,318537.38,260101.61,6217.9531,14826,4277,7,1.3117e+14,651.178,0.0943747,0.0287203,2.56888,0.777782,11.171652,0.061775,0.0433434,-742.307,-204.864,270.269 
871058,27,87,282918.06,61434.488,246927.05,13168,13524,15,1.31742e+14,652.101,0.0926676,0.0323486,2.57637,0.579474,11.018305,0.115667,0.0157822,159.89,152.097,-218.542 
871030,27,59,279504.75,316653.53,332337.84,13009,1645,3,1.32452e+14,653.288,0.0846007,0.0329201,2.4719,0.527978,9.6680431,0.170733,0.0291572,40.7182,11.0843,-267.623 
871159,27,188,159221.36,43553.129,270495.19,7411,14356,13,1.3299e+14,654.166,0.0953147,0.0288624,2.35957,0.57345,10.411637,0.382032,0.0429201,289.906,90.0896,-34.9188 
871193,27,222,33653.477,283672.12,350469.31,1566,3180,0,1.33102e+14,654.35,0.10102,0.0274078,2.70341,0.898044,12.646439,0.245496,0.0304274,-194.673,-126.434,-22.1458 
871140,27,169,326990.91,65627.297,162461.3,15219,13329,15,1.33687e+14,655.299,0.0798996,0.0331554,2.66095,0.434356,9.8599621,0.148526,0.0521352,-359.744,263.084,-491.908 
871186,27,215,319915.56,31043.406,54868.77,14890,14939,15,1.34261e+14,656.233,0.0777779,0.0309295,2.761,0.51782,9.9733719,0.105187,0.00984325,-548.708,-35.7967,-109.636 
871090,27,119,35562.676,204577.47,219337.8,1655,6861,4,1.34855e+14,657.199,0.0805684,0.0384546,2.7789,0.463308,10.413486,0.0749018,0.0292573,-0.0188265,383.257,233.554 
871128,27,157,208204.02,201224.2,152219.97,9690,7017,6,1.35235e+14,657.834,0.0813243,0.0324854,2.66733,0.526365,10.098107,0.100093,0.0340747,424.005,296.781,162.081 
871178,27,207,299867.56,256561.22,180732.67,13957,4442,7,1.35728e+14,658.632,0.0952584,0.0306893,2.77342,0.760541,12.31365,0.132487,0.0693154,-133.741,-803.072,416.247 
871025,27,54,229481.39,294428.88,216534.23,10681,2679,2,1.36192e+14,659.365,0.096117,0.0299193,2.76429,0.705126,12.398473,0.359171,0.0191258,-22.9801,-298.258,-320.812 
871068,27,97,40406.738,264563.81,209902.25,1880,4069,0,1.36904e+14,660.511,0.0981031,0.027752,2.42655,0.7725,11.127862,0.124895,0.0227118,-295.095,2.84926,294.721 
871189,27,218,226455.27,190616.14,243517.91,10540,7511,6,1.36942e+14,660.586,0.104025,0.0228014,2.42827,1.00392,11.808511,0.0944405,0.0571933,219.684,884.391,-243.111 
871045,27,74,349126.09,69043.547,79585.367,16250,13170,15,1.37152e+14,660.933,0.0909799,0.0323057,2.7643,0.635309,11.762581,0.0765694,0.0198909,-34.487,-97.3215,240.412 
871089,27,118,89653.82,328865.03,102696.17,4172,1076,1,1.37469e+14,661.441,0.0902733,0.0332298,2.74713,0.752556,11.607769,0.059443,0.01823,-166.232,-87.4051,-91.6544 
871110,27,139,1683.3394,247481.62,61538.641,78,4864,4,1.38608e+14,663.263,0.106137,0.0330095,2.71959,1.85239,13.547852,0.0533931,0.0166125,-373.751,-349.996,-97.0568 
871059,27,88,238148.41,335906.22,159293.16,11084,749,2,1.392e+14,664.205,0.0822786,0.0323267,2.56574,0.459905,9.9224585,0.216167,0.0353513,-374.823,-146.698,200.298 
871042,27,71,7093.0381,254526.64,221391.67,330,4536,4,1.39746e+14,665.079,0.093953,0.0294306,2.59712,0.739433,11.483626,0.284082,0.058074,-149.571,-1070.02,-282.737 
871095,27,124,220840.59,283421.03,69676.5,10279,3192,2,1.39771e+14,665.11,0.0875573,0.0288749,2.98086,0.55345,12.284276,0.14048,0.0318752,297.023,-360.844,-242.109 
871157,27,186,301387.62,133805.34,111782.17,14028,10155,11,1.39815e+14,665.162,0.0970864,0.0270137,2.6629,0.788281,12.170155,0.267592,0.0438644,-322.141,398.395,61.3143 
871041,27,70,14554.546,222237.22,236466.22,677,6039,4,1.40737e+14,666.63,0.0904462,0.0330931,2.65169,0.684672,11.314484,0.355456,0.0479639,-238.079,193.301,-93.5514 
871091,27,120,171212.06,211635.02,347169.47,7969,6533,5,1.41364e+14,667.626,0.0924355,0.0310049,2.57182,0.707374,11.231503,0.39929,0.0103884,907.688,-428.03,-79.8207 
871084,27,113,225394.08,197787.23,243709.91,10491,7177,6,1.4138e+14,667.635,0.105211,0.0255753,2.58549,0.894151,12.852851,0.312521,0.0574871,277.208,190.44,-238.014 
871136,27,165,334300.91,193225.75,252998.25,15560,7390,7,1.42565e+14,669.512,0.0869372,0.0283581,2.70501,0.66198,11.141808,0.0586693,0.0265388,161.588,280.907,85.9475 
871024,27,53,43969.242,193536.56,298504.59,2046,7375,4,1.4269e+14,669.702,0.0833469,0.0313275,2.91397,0.58535,11.510422,0.0632318,0.0284088,-402.755,308.128,-234.808 
871072,27,101,10259.392,247533.19,27044.615,477,4862,4,1.42832e+14,669.934,0.0858242,0.0325432,2.84715,0.611745,11.584279,0.0740865,0.00734685,-475.595,-64.0708,299.645 
871096,27,125,156270.06,157591.45,86619.781,7273,9048,9,1.42954e+14,670.105,0.0984153,0.0244598,2.28033,0.619378,10.642841,0.384131,0.0499637,4.97691,276.895,44.2039 
871002,27,31,193061.55,247974.81,21123.338,8986,4841,6,1.43044e+14,670.241,0.0974959,0.0279736,2.68878,0.740758,12.434656,0.134264,0.00901174,553.981,322.409,-186.217 
871061,27,90,23694.195,290092.34,90450.758,1102,2881,0,1.44409e+14,672.36,0.100067,0.0311716,2.5702,1.02299,12.238647,0.104746,0.0201697,-201.512,-327.458,225.24 
871094,27,123,276676.81,1183.7389,11821.078,12878,16328,15,1.45325e+14,673.803,0.0822058,0.0343797,2.64406,0.497256,10.364108,0.115215,0.0264702,-106.539,143.799,-4.00831 
871092,27,121,179429.84,333278.31,75531.367,8351,871,2,1.45341e+14,673.812,0.104646,0.0256015,2.80503,1.17786,13.997622,0.100124,0.0682585,238.782,-366.963,30.6767 
871210,27,239,5015.7075,191179.05,265975.88,233,7485,4,1.4558e+14,674.196,0.0906452,0.0265831,2.88382,0.774695,12.471768,0.327541,0.0195177,-314.976,508.974,-571.475 
871121,27,150,203517.34,154687.52,10898.662,9472,9183,10,1.4611e+14,675.009,0.0804922,0.0338468,2.78211,0.586858,10.697314,0.0677544,0.0510345,-28.6321,211.475,-303.288 
871175,27,204,22352.775,340815.69,318366.41,1040,520,0,1.46974e+14,676.345,0.0936307,0.0294935,2.86699,0.823731,12.847912,0.0545804,0.0330312,12.5019,-192.32,-359.12 
871063,27,92,290278.5,104134.88,166949.66,13511,11536,11,1.48731e+14,679.015,0.0933605,0.0312981,2.82522,0.716759,12.674858,0.060523,0.0434077,100.684,305.02,-180.023 
871107,27,136,318947.78,215793.27,62003.031,14845,6339,7,1.49416e+14,680.071,0.0789704,0.0303072,2.91499,0.561105,11.078353,0.0753596,0.00695821,352.084,-165.263,65.7169 
871102,27,131,205244.72,202090.27,347665.5,9553,6977,6,1.49534e+14,680.234,0.0796083,0.0395279,3.18626,0.517085,12.210916,0.0659837,0.0462098,1071.01,590.265,295.636 
870995,27,24,136160.39,208016.25,127095.42,6337,6701,5,1.50028e+14,680.969,0.100885,0.0314861,2.62763,0.850586,12.776052,0.149976,0.0228447,693.272,-308.673,-35.3437 
871173,27,202,327374.81,207059.44,33652.648,15237,6746,7,1.50682e+14,681.974,0.0965751,0.0276726,2.54571,0.856152,11.865495,0.232946,0.0328156,-544.189,325.864,439.554 
871147,27,176,70477.797,297097.22,270640.44,3280,2555,0,1.50776e+14,682.124,0.0791246,0.0306755,2.75096,0.833095,10.507214,0.125747,0.00510793,-10.9083,-392.222,52.2349 
871088,27,117,331758.72,116342.38,5029.3306,15441,10968,11,1.5165e+14,683.415,0.0778041,0.0326899,3.21218,0.521631,12.088148,0.0235361,0.0424855,91.7393,-274.787,105.497 
871071,27,100,1202.6897,247311.39,221281.98,55,4872,4,1.55226e+14,688.758,0.0857625,0.0325931,2.83796,0.67012,11.863646,0.0997672,0.0108051,-247.302,114.801,-161.744 
871101,27,130,176692.58,36274.285,208398.2,8224,14695,14,1.55339e+14,688.925,0.0963821,0.030413,2.82245,0.915744,13.263081,0.0864013,0.0423258,542.891,197.314,253.81 
871111,27,140,229342.12,340690.22,319055.12,10674,526,2,1.55864e+14,689.699,0.0894831,0.0316407,2.97214,0.743991,12.981369,0.226393,0.0797361,-102.665,-237.885,-346.393 
871017,27,46,255150.27,24047.609,707.53418,11876,15264,14,1.56263e+14,690.3,0.0989103,0.0276671,2.77627,1.01225,13.414293,0.289263,0.0603423,233.212,8.79151,78.9976 
871077,27,106,268172.16,317821.31,93289.25,12482,1590,3,1.56469e+14,690.611,0.0972907,0.0283852,2.86506,0.804805,13.622313,0.125344,0.0341662,-565.641,-408.062,114.845 
871139,27,168,163731.3,14913.897,16236.778,7620,15689,13,1.57901e+14,692.709,0.0918354,0.0259684,3.26772,0.992061,14.710358,0.372583,0.144288,440.06,238.363,-72.5931 
871103,27,132,278117.0,56509.617,234387.58,12945,13753,15,1.58621e+14,693.739,0.0815921,0.0306977,3.17009,0.62604,12.699074,0.0531353,0.026307,233.461,38.551,422.105 
871075,27,104,213162.84,335367.25,316700.44,9921,774,2,1.58807e+14,694.003,0.0958122,0.0341357,2.79643,0.712146,13.16002,0.259913,0.0279648,736.728,-126.438,-366.558 
871076,27,105,89143.289,3262.2903,289204.34,4149,16232,13,1.58979e+14,694.271,0.0902364,0.0344889,2.6172,0.795723,11.603352,0.116007,0.0375209,-139.738,118.555,-93.7579 
871086,27,115,259891.14,145180.84,137398.22,12096,9626,10,1.59051e+14,694.388,0.0778359,0.0314154,2.99771,0.542101,11.465297,0.0728468,0.0276069,16.6494,-61.7259,-159.439 
871149,27,178,225635.3,313322.38,345188.97,10502,1800,2,1.6166e+14,698.138,0.0973832,0.0269366,2.74192,0.958594,13.192996,0.150258,0.0897111,473.94,-8.72219,-306.4 
871118,27,147,308655.91,181631.22,125250.04,14366,7929,7,1.6287e+14,699.872,0.0898781,0.0321439,2.86133,0.878956,12.738324,0.12031,0.0395405,86.0872,-100.691,178.201 
871005,27,34,270994.0,65167.445,53286.926,12613,13350,15,1.62969e+14,700.024,0.0970953,0.0248011,3.37418,1.01432,16.230498,0.608974,0.061552,62.2703,-501.045,-35.2276 
871105,27,134,23360.736,260504.84,333290.97,1087,4258,4,1.63877e+14,701.33,0.0865163,0.0311106,3.06224,0.77063,13.149049,0.0394018,0.0185994,-130.678,-304.643,182.492 
871043,27,72,330443.62,168331.84,174757.23,15380,8548,11,1.64065e+14,701.597,0.104632,0.0287902,3.14201,1.08537,16.322854,0.254475,0.115178,-110.643,273.765,-216.87 
871144,27,173,193632.98,259781.48,239292.7,9012,4292,6,1.64271e+14,701.878,0.0929087,0.0272304,2.55377,0.892177,11.785827,0.271079,0.0664851,390.996,260.586,-203.475 
871099,27,128,82591.727,69620.914,327159.16,3844,13143,12,1.66677e+14,705.292,0.111948,0.0264209,3.11325,1.74855,17.396138,0.249149,0.0957677,-95.675,235.63,329.546 
871069,27,98,264297.72,104816.91,322983.41,12301,11505,11,1.67102e+14,705.912,0.097613,0.0334913,3.05579,1.04289,14.900376,0.0616138,0.0559617,-21.5679,-61.5385,6.37793 
871049,27,78,27041.012,247679.39,349779.16,1258,4855,4,1.69125e+14,708.735,0.0797057,0.0339536,3.58445,0.660004,14.329692,0.0259027,0.0183915,-273.834,-316.816,4.18142 
871055,27,84,181853.17,182339.77,55427.27,8464,7896,6,1.69849e+14,709.728,0.102803,0.0282584,2.53366,0.92277,13.083279,0.0895314,0.0316695,54.9832,-86.5585,-228.65 
871057,27,86,204135.12,136485.05,261196.86,9501,10031,10,1.70438e+14,710.578,0.0792717,0.0314133,3.34676,0.676938,13.340449,0.0511191,0.0484573,81.7876,274.181,8.29564 
871051,27,80,241882.78,300712.03,121548.91,11258,2387,2,1.7162e+14,712.196,0.0774515,0.0328917,3.22292,0.63503,12.581562,0.0572601,0.0386075,222.473,-254.506,248.226 
871073,27,102,321361.19,51944.859,132328.11,14957,13966,15,1.73119e+14,714.27,0.0893548,0.0299656,3.23014,1.25096,14.589642,0.0504723,0.0343878,86.8763,470.919,-263.36 
870989,27,18,351254.78,72849.375,106433.49,16349,12993,15,1.76034e+14,718.249,0.0942451,0.0307649,3.55126,0.930242,17.012666,0.0566668,0.0457981,-115.926,-79.2517,564.539 
