epoch,accuracy,loss,val_accuracy,val_loss
0,0.4444444477558136,0.6946616172790527,0.699999988079071,0.6927460432052612
1,0.5,0.6929591298103333,0.30000001192092896,0.6970809698104858
2,0.5555555820465088,0.6925168633460999,0.30000001192092896,0.6982777714729309
3,0.5555555820465088,0.6913314461708069,0.30000001192092896,0.702235221862793
4,0.5555555820465088,0.6907017230987549,0.30000001192092896,0.704896092414856
5,0.5555555820465088,0.6904197931289673,0.30000001192092896,0.7102510333061218
6,0.5555555820465088,0.6894499063491821,0.30000001192092896,0.7153081297874451
7,0.5555555820465088,0.6918014287948608,0.30000001192092896,0.7107154726982117
8,0.5555555820465088,0.6889115571975708,0.30000001192092896,0.718704104423523
9,0.5555555820465088,0.6881253719329834,0.30000001192092896,0.7235340476036072
