epoch,accuracy,loss,val_accuracy,val_loss
0,0.3333333432674408,0.6976116299629211,0.4000000059604645,0.697540819644928
1,0.3888888955116272,0.6961604952812195,0.4000000059604645,0.6952978372573853
2,0.5277777910232544,0.6939530372619629,0.4000000059604645,0.7008039355278015
3,0.5277777910232544,0.6922910213470459,0.4000000059604645,0.7023168802261353
4,0.5277777910232544,0.6927635669708252,0.4000000059604645,0.7004090547561646
5,0.5277777910232544,0.6922980546951294,0.4000000059604645,0.7020241618156433
6,0.5277777910232544,0.6922553181648254,0.4000000059604645,0.7013638019561768
7,0.5277777910232544,0.6922149062156677,0.4000000059604645,0.7032972574234009
8,0.5277777910232544,0.6921236515045166,0.4000000059604645,0.7028041481971741
9,0.5277777910232544,0.6933352947235107,0.4000000059604645,0.7052647471427917
