epoch,accuracy,loss,val_accuracy,val_loss
0,0.5205479264259338,0.6960277557373047,0.42105263471603394,0.6944111585617065
1,0.5205479264259338,0.6933145523071289,0.42105263471603394,0.6940574049949646
2,0.5205479264259338,0.693343460559845,0.42105263471603394,0.6955529451370239
3,0.5205479264259338,0.6933039426803589,0.42105263471603394,0.6958203911781311
4,0.5205479264259338,0.6927457451820374,0.42105263471603394,0.6968123912811279
5,0.5205479264259338,0.6929752230644226,0.42105263471603394,0.6960365176200867
6,0.5205479264259338,0.6927895545959473,0.42105263471603394,0.6969135403633118
7,0.5205479264259338,0.6928649544715881,0.42105263471603394,0.697007954120636
8,0.5205479264259338,0.6928341388702393,0.42105263471603394,0.6980488896369934
9,0.5205479264259338,0.6926023364067078,0.42105263471603394,0.6982067227363586
