epoch,accuracy,loss,val_accuracy,val_loss
0,0.496664434671402,0.6932435035705566,0.5,0.693141520023346
1,0.48965978622436523,0.6932218074798584,0.5,0.6931437253952026
2,0.4946631193161011,0.6932530403137207,0.5,0.6929795145988464
3,0.7308205366134644,0.6174187064170837,0.9573333263397217,0.24170072376728058
4,0.9669780135154724,0.12587101757526398,0.9773333072662354,0.07194064557552338
5,0.9863241910934448,0.05500364303588867,0.9853333234786987,0.04180816560983658
6,0.9883255362510681,0.04270097240805626,0.9959999918937683,0.03949151188135147
7,0.9889926910400391,0.03997375816106796,0.9959999918937683,0.02266051061451435
8,0.9919946789741516,0.03418097645044327,0.9959999918937683,0.01754298061132431
9,0.9916611313819885,0.03222925215959549,0.9933333396911621,0.02450515702366829
10,0.9926617741584778,0.03472157195210457,0.9959999918937683,0.024677200242877007
11,0.9929953217506409,0.030910298228263855,0.9959999918937683,0.018179690465331078
12,0.9923282265663147,0.031302616000175476,0.9933333396911621,0.02877906523644924
13,0.993662416934967,0.02959049493074417,0.9959999918937683,0.018328554928302765
14,0.9939960241317749,0.029664508998394012,0.9959999918937683,0.024180686101317406
15,0.993662416934967,0.02770969085395336,0.9933333396911621,0.023751646280288696
16,0.9919946789741516,0.035881347954273224,0.9933333396911621,0.03453388810157776
17,0.9916611313819885,0.033796802163124084,0.9959999918937683,0.015286091715097427
18,0.9926617741584778,0.03203066065907478,0.9933333396911621,0.02953263558447361
19,0.994329571723938,0.030150413513183594,0.9959999918937683,0.02193787880241871
20,0.993662416934967,0.030245117843151093,0.9959999918937683,0.013764909468591213
21,0.9929953217506409,0.02603791281580925,0.9959999918937683,0.016080306842923164
22,0.994329571723938,0.025662679225206375,0.9933333396911621,0.02995583415031433
23,0.9916611313819885,0.038856882601976395,0.9933333396911621,0.03169948235154152
24,0.9929953217506409,0.030127331614494324,0.9933333396911621,0.02825258858501911
25,0.9946631193161011,0.024680623784661293,0.9959999918937683,0.016629911959171295
26,0.993328869342804,0.02863473631441593,0.9933333396911621,0.024256154894828796
27,0.993662416934967,0.027185924351215363,0.9959999918937683,0.01558089442551136
28,0.9923282265663147,0.0325859896838665,0.9933333396911621,0.03413494676351547
29,0.993328869342804,0.03266805782914162,0.9946666955947876,0.022029096260666847
30,0.9923282265663147,0.03224052116274834,0.9933333396911621,0.03154320269823074
31,0.9923282265663147,0.02901499532163143,0.9959999918937683,0.013257674872875214
32,0.9939960241317749,0.02837933413684368,0.9959999918937683,0.01329903956502676
33,0.9939960241317749,0.028278226032853127,0.9959999918937683,0.014708471484482288
34,0.9939960241317749,0.02820439264178276,0.9946666955947876,0.024316169321537018
35,0.993328869342804,0.028512779623270035,0.9973333477973938,0.017241716384887695
36,0.9913275241851807,0.03606647253036499,0.9933333396911621,0.028019431978464127
37,0.993662416934967,0.028157539665699005,0.9973333477973938,0.010954814031720161
38,0.9946631193161011,0.021426882594823837,0.9933333396911621,0.031318675726652145
39,0.993328869342804,0.03200647979974747,0.9933333396911621,0.03234294056892395
40,0.9923282265663147,0.032833077013492584,0.9933333396911621,0.033237408846616745
41,0.993662416934967,0.028030497953295708,0.9986666440963745,0.009165827184915543
42,0.993328869342804,0.026588190346956253,0.9959999918937683,0.013172655366361141
43,0.9926617741584778,0.035062965005636215,0.9973333477973938,0.010668621398508549
44,0.9919946789741516,0.024622106924653053,0.9959999918937683,0.016239091753959656
45,0.9949966669082642,0.025619598105549812,0.9959999918937683,0.014886895194649696
46,0.994329571723938,0.028022628277540207,0.9959999918937683,0.01780046708881855
47,0.9956637620925903,0.021161453798413277,0.9959999918937683,0.01695418357849121
48,0.994329571723938,0.027174361050128937,0.9933333396911621,0.03199118748307228
49,0.9929953217506409,0.035493433475494385,0.9933333396911621,0.026878822594881058
